Nome do Estado;Sigla do Estado;População Total do Estado em 2010;População Urbana do Estado em 2010;População Rural do Estado em 2010;Produto;Quantidade Estabelecimentos com 50 pés e mais existentes;Quantidade de Estabelecimentos com 50 pés e mais existentes não ligados à Agricultura Familiar;Quantidade de Estabelecimentos com 50 pés e mais existentes ligados à Agricultura Familiar;Quantidade Produzida em estabelecimentos com 50 pés e mais existentes (t);Quantidade Produzida em estabelecimentos com 50 pés e mais existentes não ligada à Agricultura Familiar (t);Quantidade Produzida em estabelecimentos com 50 pés e mais existentes ligada à Agricultura Familiar (t);Quantidade Vendida em estabelecimentos com 50 pés e mais existentes (t);Quantidade Vendida em estabelecimentos com 50 pés e mais existentes não ligada à Agricultura Familiar (t);Quantidade Vendida em estabelecimentos com 50 pés e mais existentes ligada à Agricultura Familiar (t);Valor da Produção Total das lavouras permanentes com 50 pés e mais (em mil R$);Valor da Produção Total das lavouras permanentes com 50 pés e mais não ligada à Agricultura Familiar (em mil R$);Valor da Produção Total das lavouras permanentes com 50 pés e mais ligada à Agricultura Familiar (em mil R$);Valor da Venda Total nas lavouras permanentes com 50 pés e mais (em mil R$);Valor da Venda Total nas lavouras permanentes com 50 pés e mais não ligada à Agricultura Familiar (em mil R$);Valor da Venda Total nas lavouras permanentes com 50 pés e mais ligada à Agricultura Familiar (em mil R$);Quantidade de pés colhidos nos estabelecimentos com 50 pés e mais;Quantidade de pés colhidos nos estabelecimentos com 50 pés e mais não ligada à Agricultura Familiar;Quantidade de pés colhidos nos estabelecimentos com 50 pés e mais ligada à Agricultura Familiar;Área colhida com 50 pés e mais (ha);Área colhida com 50 pés e mais não ligada à Agricultura Familiar (ha);Área colhida com 50 pés e mais ligada à Agricultura Familiar (ha);Área total existente na data de referência nas lavouras permanentes com 50 pés e mais (ha);Área total existente na data de referência nas lavouras permanentes com 50 pés e mais não ligada à Agricultura Familiar (ha);Área total existente na data de referência nas lavouras permanentes com 50 pés e mais ligada à Agricultura Familiar (ha);Quantidade de pés nos estabelecimentos com 50 pés e mais;Quantidades de pés nos estabelecimentos com 50 pés e mais não ligada à Agricultura Familiar;Quantidade de pés nos estabelecimentos com 50 pés e mais ligada à Agricultura Familiar;Quantidade de Estabelecimentos com menos de 50 pés;Quantidade de Estabelecimentos com menos de 50 pés não ligada à Agricultura Familiar;Quantidade de Estabelecimentos com menos de 50 pés ligada à Agricultura Familiar;Quantidade de pés nos estabelecimentos com menos de 50 pés;Quantidade de pés nos estabelecimentos com menos de 50 pés não ligada à Agricultura Familiar;Quantidade de pés nos estabelecimentos com menos de 50 pés ligada à Agricultura Familiar;Valor da Venda Total nos estabelecimentos com menos de 50 pés (em mil R$);Valor da Venda Total nos estabelecimentos com menos de 50 pés não ligada à Agricultura Familiar (em mil R$);Valor da Venda Total nos estabelecimentos com menos de 50 pés ligada à Agricultura Familiar (em mil R$);Quantidade Vendida em 2018 (t);Valor Comercialiazado em 2018 (em mil R$);Preço Médio Praticado em 2018 (R$);Quantidade Vendida em 2019 (t);Valor Comercializado em 2019 (em mil R$);Preço Médio Praticado em 2019 (R$);Quantidade Vendida em 2020 (t);Valor Comercializado em 2020 (em mil R$);Preço Médio Praticado em 2020 (R$);Quantidade Vendida em 2021 (t);Valor Comercializado em 2021 (em mil R$);Preço Médio Praticado em 2021 (R$);Quantidade Vendida em 2022 (t);Valor Comercializado em 2022 (em mil R$);Preço Médio Praticado em 2022 (R$)
Pernambuco;PE;8796448;7052210;1744238;Graviola;542;81;461;1448;671;777;1321;629;692;3749;1193;2556;3137;1065;2072;187;57;129;525;183;342;802;216;586;295;70;225;7103;1309;5794;14;3;11;125;19;105;610,75;2276,94;3,73;1084,32;3302,01;3,05;895,21;2919,43;3,26;1058,33;3270,09;3,09;867247;2828,23;0,0
Pernambuco;PE;8796448;7052210;1744238;Jabuticaba;29;6;23;38;14;24;27;6;22;47;18;28;31;8;23;3;1;2;18;5;12;26;6;20;5;1;3;2932;559;2373;5;1;4;90;10;80;181,52;544,56;3;91,36;274,08;3;122,22;366,66;3;105,66;316,98;3;104834;314,5;0,0
Pernambuco;PE;8796448;7052210;1744238;Jaca;141;25;116;300;53;248;145;26;119;872;95;777;392;40;352;14;2;12;160;34;126;265;69;196;25;7;17;16247;2765;13482;39;6;33;1528;92;1436;162,58;211,98;1,3;99,37;152,23;1,53;109,49;179,8;1,64;60,49;91,79;1,52;31509;59,13;0,0
Pernambuco;PE;8796448;7052210;1744238;Jambo;9;3;6;57;6;51;49;1;48;60;6;54;51;2;49;1;0;1;5;2;3;6;2;4;1;0;1;2765;533;2232;4;1;3;79;2;76;11,61;29,03;2,5;6,77;16,92;2,5;11,13;27,83;2,5;7,75;19,38;2,5;2709;7,9;0,0
Pernambuco;PE;8796448;7052210;1744238;Laranja;1150;160;990;5631;1466;4166;4976;1161;3815;6058;1567;4491;5297;1317;3980;305;58;247;992;226;766;1590;287;1303;527;97;430;22576;4075;18501;56;8;47;1030;69;960;51681,26;74329,74;1,44;39052,13;59608,57;1,53;44697,22;70864,01;1,59;45630,62;81756,82;1,79;61319480;108763,58;0,0
Pernambuco;PE;8796448;7052210;1744238;Lichia;0;0;0;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;29;8;21;0;0;0;-;-;-;2,77;41,48;15;7,4;111,0;15;8,64;129,6;15;29,25;557,48;19,06;12753;388,29;0,03
Pernambuco;PE;8796448;7052210;1744238;Lima;1;0;1;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;49;15;34;0;0;0;0;-;0;44,66;89,32;2;15,68;31,37;2;29,0;58,0;2;53,58;715,16;13,35;1400;21,0;0,01
Pernambuco;PE;8796448;7052210;1744238;Limão;1322;189;1133;5072;925;4147;4810;906;3903;5888;1011;4878;5548;991;4557;422;61;362;1398;191;1208;1693;263;1430;543;92;452;14437;2747;11690;28;4;24;1920;40;1880;6753,62;14586,11;2,16;6541,79;13718,93;2,1;10806,53;21907,83;2,03;12535,98;18399,93;1,47;11879313;25628,71;0,0
Pernambuco;PE;8796448;7052210;1744238;Louro (folha);1;0;1;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;30;2;28;0;X;X;-;X;X;10,0;280,0;28;23,78;665,84;28;38,0;1064,0;28;28,0;769,0;27,46;18150;453,75;0,03
Pernambuco;PE;8796448;7052210;1744238;Mamão;656;137;519;10472;4121;6351;9972;3901;6072;4076;1521;2555;3928;1464;2464;310;106;204;340;126;215;744;243;501;657;223;434;13812;2491;11321;20;4;17;1282;1056;226;23286,42;39054,64;1,68;20731,01;31002,97;1,5;21146,22;32046,74;1,52;22478,56;39610,02;1,76;21195710;69867,2;0,0
Pernambuco;PE;8796448;7052210;1744238;Manga;2562;912;1650;131639;108822;22817;129375;107007;22368;172381;149707;22674;168813;146524;22289;2377;1942;435;7680;5801;1879;11675;8174;3501;3713;2776;937;31212;5349;25863;84;14;70;1909;169;1740;8563,79;14942,5;1,74;9076,25;16970,8;1,87;9338,27;15728,14;1,68;11847,52;18309,27;1,55;12338594;23668,4;0,0
Pernambuco;PE;8796448;7052210;1744238;Maracujá;1648;256;1392;7348;1379;5969;7051;1368;5683;9571;1972;7599;9066;1962;7104;636;123;513;840;170;669;1401;317;1085;1067;238;829;5052;935;4117;11;2;10;989;125;863;11728,71;26264,26;2,24;10205,0;30270,89;2,97;11044,09;29869,18;2,7;10272,03;27986,01;2,72;9098924;35038,9;0,0
Pernambuco;PE;8796448;7052210;1744238;Maçã;0;0;0;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;109;32;77;0;0;0;0;0;0;24382,51;86438,17;3,55;19886,18;85627,83;4,31;17546,5;97193,5;5,54;17827,81;86746,56;4,87;16659231;110159,04;0,01
Pernambuco;PE;8796448;7052210;1744238;Nectarina;0;-;0;X;-;X;X;-;X;X;-;X;X;-;X;X;-;X;X;-;X;X;-;X;X;-;X;3;-;3;0;-;0;-;-;-;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Pernambuco;PE;8796448;7052210;1744238;Noz (europeia, pecã);0;-;0;X;-;X;X;-;X;X;-;X;X;-;X;X;-;X;X;-;X;X;-;X;X;-;X;1;-;1;X;-;X;X;-;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Pernambuco;PE;8796448;7052210;1744238;Nêspera;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Pernambuco;PE;8796448;7052210;1744238;Palmito;0;0;0;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;7;1;6;0;X;X;-;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Pernambuco;PE;8796448;7052210;1744238;Pera;0;0;0;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;20;7;13;0;0;0;-;-;-;8116,92;43567,17;5,37;5171,51;27451,52;5,31;4304,01;27000,93;6,27;3540,91;25188,86;7,11;3407645;28366,01;0,01
Pernambuco;PE;8796448;7052210;1744238;Pimenta-do-reino;4;1;3;1;X;X;1;X;X;4;X;X;4;X;X;2;X;X;2;X;X;2;X;X;5;X;X;210;26;184;0;0;0;4;4;0;46,34;795,19;17,16;22,68;362,88;16;32,16;630,68;19,61;20,35;557,9;27,42;40795;1138,48;0,03
Pernambuco;PE;8796448;7052210;1744238;Pitaia;3;1;2;4;X;X;4;X;X;34;X;X;34;X;X;1;X;X;2;X;X;5;X;X;3;X;X;20;9;11;0;0;0;-;-;-;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Pernambuco;PE;8796448;7052210;1744238;Pitanga;26;18;8;138;123;15;120;110;10;179;161;18;153;141;12;59;56;3;78;61;17;87;70;17;52;49;4;2003;455;1548;3;1;3;3;-;3;X;X;X;0,2;0,6;3;2,4;7,2;3;X;X;X;1200;3,6;0,0
Pernambuco;PE;8796448;7052210;1744238;Pupunha (cacho frutos);36;2;34;6;X;X;6;X;X;5;X;X;5;X;X;0;X;X;4;X;X;22;X;X;6;X;X;204;16;188;3;0;3;3;1;2;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Pernambuco;PE;8796448;7052210;1744238;Pêssego;0;0;0;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;5;3;2;0;X;X;-;X;X;125,12;696,09;5,56;111,09;676,88;6,09;50,19;379,87;7,57;105,55;699,53;6,63;93368;756,66;0,01
Pernambuco;PE;8796448;7052210;1744238;Romã;24;6;18;101;38;63;100;38;62;294;179;115;288;179;109;12;9;3;14;5;9;20;7;13;15;10;5;1625;307;1318;1;0;1;8;0;7;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Pernambuco;PE;8796448;7052210;1744238;Tangerina, bergamota, mexerica;8;4;4;21;4;17;20;4;16;17;3;13;16;3;13;3;1;2;53;2;51;53;2;51;3;1;3;1439;279;1160;2;0;1;18;6;12;7593,1;15170,71;2;7596,23;16007,85;2,11;9925,53;19936,48;2,01;10818,28;20305,12;1,88;10375668;23690,34;0,0
Pernambuco;PE;8796448;7052210;1744238;Urucum (semente);50;4;46;21;1;21;17;1;16;152;5;146;122;5;117;27;2;25;54;2;53;69;4;65;38;4;34;188;22;166;0;0;0;1;-;1;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Pernambuco;PE;8796448;7052210;1744238;Uva (mesa);1300;594;706;163547;146102;17445;160077;142929;17148;562127;528515;33612;550116;517142;32974;6990;6018;972;5620;4799;821;6637;5551;1086;8221;6920;1302;185;60;125;0;0;0;4;1;3;11354,0;36009,82;3,17;10536,61;38888,85;3,69;10856,17;45081,94;4,15;10863,17;40951,4;3,77;10012579;47275,81;0,0
Pernambuco;PE;8796448;7052210;1744238;kiwi;0;0;0;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;9;3;6;0;0;0;-;-;-;1115,59;16261,23;14,58;966,42;14290,49;14,79;733,36;11000,34;15;813,25;11569,56;14,23;958638;14379,57;0,01
Piauí;PI;3118360;2050959;1067401;Abacate;3;1;2;1;X;X;1;X;X;2;X;X;2;X;X;0;X;X;1;X;X;2;X;X;0;X;X;817;215;602;1;0;1;15;4;11;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Piauí;PI;3118360;2050959;1067401;Abacate;3;1;2;1;X;X;1;X;X;2;X;X;2;X;X;0;X;X;1;X;X;2;X;X;0;X;X;817;215;602;1;0;1;15;4;11;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Piauí;PI;3118360;2050959;1067401;Acerola;60;38;22;4690;3811;879;4684;3810;874;13054;11020;2034;13048;11019;2029;140;114;25;276;221;55;298;234;64;153;123;30;8406;2521;5885;9;3;6;25;4;21;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Piauí;PI;3118360;2050959;1067401;Algodão arbóreo;4;0;4;1;X;X;0;X;X;1;X;X;1;X;X;2;X;X;5;X;X;5;X;X;4;X;X;45;10;35;0;0;0;-;-;-;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Piauí;PI;3118360;2050959;1067401;Ameixa;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Piauí;PI;3118360;2050959;1067401;Amora (folha);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Piauí;PI;3118360;2050959;1067401;Atemoia;0;0;0;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;35;16;19;0;0;0;-;-;-;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Piauí;PI;3118360;2050959;1067401;Azeitona (oliveira);0;0;0;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;53;18;35;0;0;0;-;-;-;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Piauí;PI;3118360;2050959;1067401;Açaí (fruto);3;1;2;0;X;X;-;X;X;0;X;X;-;X;X;0;X;X;0;X;X;0;X;X;0;X;X;18;5;13;0;0;0;-;-;-;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Piauí;PI;3118360;2050959;1067401;Banana;1171;323;848;24678;16158;8520;22684;15761;6924;33491;20723;12768;28477;19682;8795;1522;907;615;1459;781;678;2170;1176;994;2710;1788;922;7138;2006;5132;33;9;24;344;84;260;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Piauí;PI;3118360;2050959;1067401;Cacau (amêndoa);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Piauí;PI;3118360;2050959;1067401;Café arábica em grão (verde);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Piauí;PI;3118360;2050959;1067401;Café canephora (robusta, conilon) em grão (verde);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Piauí;PI;3118360;2050959;1067401;Caju (castanha);12070;2013;10057;8375;4376;3999;7742;4056;3685;27722;13595;14127;25651;12593;13058;4795;2533;2261;44282;25674;18608;54869;28051;26817;6144;2823;3321;16599;3562;13037;205;38;167;5999;914;5085;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Piauí;PI;3118360;2050959;1067401;Caju (fruto);7406;1223;6183;12622;4022;8601;8829;2373;6456;15135;4037;11098;8520;1863;6657;3563;2145;1418;36125;23371;12754;46351;25256;21094;5024;2537;2487;14200;3978;10222;110;27;83;293;31;263;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Piauí;PI;3118360;2050959;1067401;Caqui;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Piauí;PI;3118360;2050959;1067401;Carambola;0;0;0;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;365;152;213;0;0;0;-;-;-;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Piauí;PI;3118360;2050959;1067401;Figo;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Piauí;PI;3118360;2050959;1067401;Goiaba;53;27;26;726;515;212;412;357;55;914;653;261;509;448;61;26;20;6;76;53;24;644;611;32;73;65;9;7361;1915;5446;8;3;5;131;114;16;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Piauí;PI;3118360;2050959;1067401;Graviola;0;0;0;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;392;150;242;0;0;0;4;-;4;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Piauí;PI;3118360;2050959;1067401;Jabuticaba;3;0;3;1;X;X;-;X;X;2;X;X;-;X;X;0;X;X;0;X;X;2;X;X;1;X;X;63;33;30;0;0;0;-;-;-;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Piauí;PI;3118360;2050959;1067401;Jaca;0;0;0;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;442;158;284;1;0;0;7;4;3;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Piauí;PI;3118360;2050959;1067401;Jambo;0;0;0;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;33;23;10;0;0;0;-;-;-;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Piauí;PI;3118360;2050959;1067401;Laranja;97;33;64;233;117;116;179;95;84;340;150;190;221;98;123;15;8;8;64;33;31;109;44;65;23;10;12;8690;2130;6560;16;5;11;330;24;306;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Piauí;PI;3118360;2050959;1067401;Lichia;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Piauí;PI;3118360;2050959;1067401;Lima;1;0;1;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;54;21;33;0;0;0;-;-;-;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Piauí;PI;3118360;2050959;1067401;Limão;11;4;7;101;60;41;101;60;41;159;102;57;159;102;57;3;2;1;13;6;8;28;14;14;7;4;2;6839;1997;4842;5;2;3;23;10;12;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Piauí;PI;3118360;2050959;1067401;Louro (folha);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Piauí;PI;3118360;2050959;1067401;Mamão;40;18;22;404;285;118;303;192;110;502;358;144;393;256;137;17;12;6;26;15;11;36;20;16;30;17;13;4674;1262;3412;7;2;5;38;10;28;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Piauí;PI;3118360;2050959;1067401;Manga;175;97;78;536;405;131;252;206;46;772;575;196;295;241;55;18;9;8;146;86;59;295;159;136;36;18;18;14182;3963;10219;43;14;29;260;44;216;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Piauí;PI;3118360;2050959;1067401;Maracujá;54;20;34;188;73;114;150;55;95;416;150;266;328;112;216;23;12;11;35;18;17;50;26;24;36;18;18;835;231;604;1;1;1;33;7;26;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Piauí;PI;3118360;2050959;1067401;Maçã;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Piauí;PI;3118360;2050959;1067401;Nectarina;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Piauí;PI;3118360;2050959;1067401;Noz (europeia, pecã);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Piauí;PI;3118360;2050959;1067401;Nêspera;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Piauí;PI;3118360;2050959;1067401;Palmito;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Piauí;PI;3118360;2050959;1067401;Pera;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Piauí;PI;3118360;2050959;1067401;Pimenta-do-reino;0;-;0;X;-;X;X;-;X;X;-;X;X;-;X;X;-;X;X;-;X;X;-;X;X;-;X;2;-;2;X;-;X;X;-;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Piauí;PI;3118360;2050959;1067401;Pitaia;1;-;1;X;-;X;X;-;X;X;-;X;X;-;X;X;-;X;X;-;X;X;-;X;X;-;X;2;-;2;X;-;X;X;-;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Piauí;PI;3118360;2050959;1067401;Pitanga;1;1;0;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;79;35;44;0;0;0;-;-;-;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Piauí;PI;3118360;2050959;1067401;Pupunha (cacho frutos);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Piauí;PI;3118360;2050959;1067401;Pêssego;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Piauí;PI;3118360;2050959;1067401;Romã;1;1;0;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;333;99;234;0;0;0;0;-;0;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Piauí;PI;3118360;2050959;1067401;Tangerina, bergamota, mexerica;4;2;2;2;X;X;2;X;X;7;X;X;7;X;X;0;X;X;1;X;X;2;X;X;0;X;X;1227;369;858;1;0;1;15;1;14;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Piauí;PI;3118360;2050959;1067401;Urucum (semente);1;1;0;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;551;85;466;0;0;0;1;-;1;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Piauí;PI;3118360;2050959;1067401;Uva (mesa);10;2;8;89;X;X;57;X;X;383;X;X;246;X;X;9;X;X;8;X;X;10;X;X;10;X;X;2;1;1;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Piauí;PI;3118360;2050959;1067401;kiwi;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Paraná;PR;10444526;8912692;1531834;Abacate;393;92;301;7294;2742;4552;6514;2346;4168;7538;2727;4810;6489;2286;4204;75;24;50;795;259;536;1360;393;967;135;47;88;21634;4567;17067;11;3;8;322;42;280;8377,83;26965,57;3,22;8756,24;28328,2;3,24;7098,55;24488,52;3,45;5782,18;24446,64;4,23;8912852;38364,65;0,0
Paraná;PR;10444526;8912692;1531834;Acerola;294;59;235;3286;919;2367;3141;918;2223;4439;1161;3278;4139;1159;2979;128;19;109;274;59;215;309;68;241;100;23;77;8482;1988;6494;3;1;2;59;8;50;4,7;36,17;7,69;3,33;36,51;10,96;2,97;20,91;7,04;6,83;50,92;7,46;3873;29,72;0,01
Paraná;PR;10444526;8912692;1531834;Algodão arbóreo;0;0;0;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;6;1;5;0;X;X;-;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Paraná;PR;10444526;8912692;1531834;Ameixa;156;47;109;5684;4533;1150;5600;4474;1126;8995;7223;1772;8612;6887;1725;306;235;72;437;301;137;510;352;158;372;280;92;17082;3503;13579;6;2;4;46;33;13;3494,55;15447,95;4,42;4061,62;20462,97;5,04;2558,76;13506,78;5,28;2923,32;18562,49;6,35;4421366;25384,37;0,01
Paraná;PR;10444526;8912692;1531834;Amora (folha);1616;127;1489;119080;7772;111307;7579;50;7529;53700;1115;52584;19176;632;18544;60246;6648;53598;5385;493;4892;9160;670;8490;73019;8805;64215;499;91;408;0;0;0;53;-;53;22,78;343,17;15,07;20,57;249,76;12,14;22,05;347,72;15,77;18,96;332,81;17,55;16264;340,28;0,02
Paraná;PR;10444526;8912692;1531834;Atemoia;11;3;8;81;3;78;81;3;78;257;9;248;257;9;248;7;1;6;29;2;26;37;7;29;10;3;7;199;57;142;0;0;0;-;-;-;490,78;909,61;1,85;238,65;532,85;2,23;369,77;768,39;2,08;245,25;541,55;2,21;345687;1308,79;0,0
Paraná;PR;10444526;8912692;1531834;Azeitona (oliveira);7;7;0;10;X;X;10;X;X;10;X;X;10;X;X;10;X;X;15;X;X;52;X;X;39;X;X;60;18;42;0;0;0;-;-;-;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Paraná;PR;10444526;8912692;1531834;Açaí (fruto);8;0;8;11;X;X;7;X;X;40;X;X;9;X;X;3;X;X;7;X;X;11;X;X;9;X;X;117;35;82;0;0;0;0;-;0;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Paraná;PR;10444526;8912692;1531834;Banana;2645;585;2060;113795;64913;48882;105919;61687;44232;74855;38350;36506;67180;36012;31167;6359;3167;3192;7389;4292;3096;8727;4824;3903;9494;4508;4987;30350;6234;24116;52;13;39;230;13;218;93000,9;146833,47;1,58;76842,62;143067,81;1,86;54425,24;111977,8;2,06;52296,26;111580,62;2,13;62044032;192723,4;0,0
Paraná;PR;10444526;8912692;1531834;Cacau (amêndoa);3;1;2;0;X;X;0;X;X;2;X;X;1;X;X;1;X;X;1;X;X;2;X;X;1;X;X;22;4;18;0;0;0;-;-;-;X;X;X;X;X;X;X;X;X;0,8;4,82;6;X;X;X
